body,title
"Tras su fugaz conferencia de prensa con el saliente Daniel Scioli, el aún presidente de la Cámara de Diputados utilizó su cuenta de Twitter para adelantar algunas acciones que tomará cuando desembarque en el Palacio de Hacienda, el próximo miércoles.",“Hoja de ruta clara”: Massa anticipó cuándo comunicará “nombres y medidas” y pidió no generar “incertidumbre”
"El hallazgo se registró ayer a las 12.10 frente a la entrada a un club deportivo barrial en la calle Charlone y Colombia, del barrio conocido como Villa 18 de Billinghurst, donde la víctima, identificada como Lautaro Maturano,fue bajada desde un auto con las manos atadas, dentro de una frazada, y una vez colocado sobre la vereda, recibió varios balazos a corta distancia que le provocaron la muerte.",Tiraron un cuerpo atado y torturado frente a un club social en el conurbano
"Con el marcador 1-1 en el estadio Centenario, de Armenia, y a pocos segundos de cumplirse los 90 minutos, Florencia Bonsegundo ejecutó un tiro libre desde la medialuna y su remate se convirtió en un golazo, el que ponía a la Argentina al frente y le aseguraba un lugar por la Copa del Mundo. Todas las argentinas salieron corriendo en el descontrolado festejo. Algunas fueron a abrazarse con el cuerpo técnico y las suplentes; otras persiguieron a la goleadora y la atraparon fuera del campo, detrás de la línea de fondo, para reunirse en un racimo de algarabía.",La picardía de la jugadora de la selección argentina para evitar que Paraguay sacara del medio tras el golazo de la clasificación para el Mundial
"Sin embargo, el arribo de Massa como superministro cuenta con ingredientes clave para La Cámpora que no tuvo la llegada de Batakis. El principal es el acuerdo que la vicepresidenta Cristina Kirchner habría dado a la designación, reunión con Massa en el Senado de por medio. El segundo es el vínculo fluido del todavía presidente de la Cámara de Diputados con Máximo Kirchner. Con esos factores en juego, y además del hermetismo habitual, en La Cámpora predomina por estos días una mirada cautelosa que, sin respaldar de forma explícita, parece dejar el camino libre a la gestión de Massa.","El aval de Cristina y el vínculo con Máximo, las claves para la relación de La Cámpora con Massa"
"Así lo confirmó el propio Pino en diálogo con LN+ y lo ratificaron fuentes cercanas a Massa a este diario. “Nos debemos, en breve, tomar un café con él y la Mesa de Enlace”, dijo el presidente de la SRA tras el discurso de apertura de la exposición de Palermo. Más tarde, desde el entorno del designado superministro avalaron ese mensaje: “Ese café va a salir”, remarcaron las fuentes consultadas por LA NACION.",Confirman contactos entre Massa y la Mesa de Enlace antes de la asunción del superministro
"Como si de un milagro se tratase y en medio de la gran crisis mundial, el martillo de la inflación y la invasión de Ucrania, las cifras macroeconómicas parecen acompañar las constantes arengas triunfales de Nicolás Maduro, apoyadas en el alza de la producción petrolera, el mayor gasto del gobierno y el final de la hiperinflación.",¿Un milagro? Qué hay detrás de la recuperación económica de Venezuela en plena crisis mundial
